"Season","Round","Home.team","Away.team","Venue","state","winner_name","winner_prob","winner_margin"
2024,24,"Melbourne","Collingwood","MCG","VIC","Collingwood","50.97%",2
2024,24,"Geelong","West Coast","GMHBA Stadium","VIC","Geelong","69.50%",46
2024,24,"Richmond","Gold Coast","MCG","VIC","Gold Coast","53.77%",9
2024,24,"Hawthorn","North Melbourne","University of Tasmania Stadium","TAS","Hawthorn","70.00%",47
2024,24,"Brisbane Lions","Essendon","Gabba","QLD","Brisbane Lions","63.44%",33
2024,24,"Sydney","Adelaide","SCG","NSW","Sydney","56.26%",16
2024,24,"Footscray","GWS","Mars Stadium","VIC","Footscray","60.79%",27
2024,24,"Carlton","St Kilda","Marvel Stadium","VIC","Carlton","51.95%",5
2024,24,"Fremantle","Port Adelaide","Optus Stadium","WA","Port Adelaide","51.99%",5
